"","x"
"2615",763009.191851486
"2616",679887.409459015
"2617",561432.325074092
"2618",1175263.56687189
"2619",495823.223972309
"2620",359681.528197605
"2621",537599.359964606
"2622",565549.826416532
"2623",818489.555725776
"2624",629414.709535655
"2625",228414.59179934
"2626",904341.349790572
"2627",267419.871954519
"2628",756739.197623279
"2629",444348.638741801
"2630",266335.130506514
"2631",312347.34597891
"2632",1124887.91108866
"2633",347026.8445215
"2634",388212.7538025
"2635",1635668.94707211
"2636",248909.550482857
"2637",776169.4854777
"2638",374737.078455967
"2639",1050110.40298939
"2640",420350.101510362
"2641",1561344.71876669
"2642",272094.770052473
"2643",1147066.97396322
"2644",1049618.3349475
"2645",585975.227022048
"2646",567135.151123914
"2647",318422.347180997
"2648",218378.613028286
"2649",925388.105171532
"2650",1851326.83562258
"2651",545742.392438981
"2652",859338.640690322
"2653",83317.2069368988
"2654",1367872.019191
"2655",1136594.57551477
"2656",428927.253334692
"2657",468702.583320876
"2658",390037.962874491
"2659",749173.783838987
"2660",293562.221894076
"2661",375572.281907442
"2662",483144.933106105
"2663",566225.015434438
"2664",557096.359982318
"2665",495376.293165109
"2666",491809.308890522
"2667",249127.079028583
"2668",715141.872651877
"2669",168656.199357092
"2670",287100.561794078
"2671",480124.239609751
"2672",534142.520626937
"2673",811647.99557375
"2674",213343.743080898
"2675",667753.565622891
"2676",329476.563200829
"2677",762506.885093698
"2678",634151.557156678
"2679",632467.570063411
"2680",14515.0408997628
"2681",191810.43287164
"2682",202992.190170054
"2683",238583.893863338
"2684",501164.173987112
"2685",1507140.78346284
"2686",717873.831141266
"2687",668656.836929879
"2688",967261.481526266
"2689",444723.893208794
"2690",462601.483702615
"2691",535251.567882928
"2692",475062.218775948
"2693",444222.091398947
"2694",564687.240890347
"2695",351557.256268716
"2696",364844.281019045
"2697",1457792.7149955
"2698",525135.300264188
"2699",453179.072258362
"2700",348914.048332845
"2701",648289.990661831
"2702",533434.302512505
"2703",640593.676144984
"2704",541412.507178789
"2705",425809.111363205
"2706",486999.712310173
"2707",304379.797485575
"2708",660675.409407757
"2709",424174.768990239
"2710",493735.920841632
"2711",315773.270775834
"2712",621610.750819999
"2713",404539.031335405
"2714",785971.728003708
"2715",981558.346050717
"2716",735893.428022901
"2717",2187637.0199831
"2718",645700.248064377
"2719",105973.000083217
"2720",296886.014944247
"2721",203028.192413834
"2722",342294.099952509
"2723",1986081.64735552
"2724",436310.02810629
"2725",528592.018176933
"2726",410340.866381271
"2727",238360.358258194
"2728",691708.002051073
"2729",166020.013695713
"2730",318636.94410864
"2731",406873.759395428
"2732",474387.978698681
"2733",591918.58201074
"2734",99243.0880244326
"2735",454017.121563518
"2736",558336.506915818
"2737",124944.197726688
"2738",216345.957784983
"2739",406573.604291401
"2740",278729.420311174
"2741",285655.0889054
"2742",518011.501696503
"2743",470047.434185004
"2744",137915.88826673
"2745",242749.622186523
"2746",485696.781227374
"2747",536509.17100368
"2748",186709.432955364
"2749",200697.681789837
"2750",368344.752614765
"2751",145923.639042044
"2752",267693.977390636
"2753",586678.285898278
"2754",512235.806797869
"2755",525514.73407115
"2756",270789.279519268
"2757",698916.93443198
"2758",765283.009802824
"2759",2116811.17370168
"2760",455495.522581516
"2761",243942.002577137
"2762",866239.859951216
"2763",424808.267784282
"2764",206391.76202083
"2765",246899.612767759
"2766",136709.212109706
"2767",957826.994345733
"2768",824502.120483309
"2769",435431.898709734
"2770",19777.3979549942
"2771",282325.362777935
"2772",282282.89215587
"2773",749048.022545231
"2774",407367.734464931
"2775",142223.373600652
"2776",483322.361659366
"2777",675302.474865047
"2778",99851.7950329459
"2779",300687.647475128
"2780",834757.490274059
"2781",980649.607356083
"2782",481225.696292872
"2783",438720.925689503
"2784",287724.607249287
"2785",400756.760810599
"2786",319591.762127363
"2787",699304.257407805
"2788",1130798.87289085
"2789",867220.642462281
"2790",481495.758101933
"2791",402111.273470249
"2792",304491.913600021
"2793",571791.72826725
"2794",509102.210352761
"2795",419331.879841078
"2796",665667.21794063
"2797",544418.148411455
"2798",303430.040998281
"2799",124414.264659698
"2800",677727.894931831
"2801",146838.601088239
"2802",310460.943918534
"2803",652228.303387003
"2804",451692.825193103
"2805",354594.981123815
"2806",331919.011352926
"2807",264852.599123222
"2808",148393.940017467
"2809",716446.061597092
"2810",278094.827125777
"2811",386627.401793701
"2812",170185.444907415
"2813",378873.508051186
"2814",251269.108095896
"2815",283876.548045658
"2816",604290.409462057
"2817",686193.90556213
"2818",367493.669362867
"2819",627137.768254952
"2820",346537.480575126
"2821",1474342.61914535
"2822",689375.108276217
"2823",267653.049935315
"2824",605826.336456351
"2825",465668.849960584
"2826",558637.113787941
"2827",197775.332479047
"2828",430044.557937177
"2829",1063057.36771638
"2830",144211.175286437
"2831",162764.033751622
"2832",374705.306327361
"2833",648038.750184726
"2834",467964.86330794
"2835",182197.84264861
"2836",615581.64818498
"2837",526123.64375151
"2838",288767.061859403
"2839",599526.800291618
"2840",290471.079527754
"2841",720745.301870036
"2842",620497.529721552
"2843",289244.070384679
"2844",374723.875359311
"2845",646150.39625693
"2846",515341.294966361
"2847",429748.741088081
"2848",137466.85522228
"2849",371445.885912934
"2850",577491.702771851
"2851",571958.517607272
"2852",540014.085213993
"2853",821309.820154066
"2854",223903.253502964
"2855",367046.418073659
"2856",1106809.53210069
"2857",366550.958643853
"2858",1230281.96102139
"2859",371268.843895337
"2860",966199.086405767
"2861",135839.393156656
"2862",548455.711071929
"2863",549073.750876354
"2864",199420.610591906
"2865",306704.848828964
"2866",304499.390256549
"2867",309140.48257228
"2868",692603.230002044
"2869",511285.986555245
"2870",619417.908539079
"2871",592262.066230451
"2872",422428.858718295
"2873",651591.655363413
"2874",646511.270182808
"2875",851987.623432919
"2876",291935.29248908
"2877",565085.81993471
"2878",124926.380476241
"2879",791337.589343486
"2880",2220265.73870306
"2881",685878.38752587
"2882",432845.575210054
"2883",846714.236483005
"2884",405453.441752562
"2885",862922.099170882
"2886",558475.722159185
"2887",2147526.38612423
"2888",465566.016600197
"2889",941102.166493462
"2890",173725.040342706
"2891",575263.675351569
"2892",180450.818150606
"2893",537352.22286837
"2894",794276.42353679
"2895",306659.450946322
"2896",474859.349173804
"2897",253816.161791923
"2898",841132.716770166
"2899",999190.292538599
"2900",465924.429604561
"2901",329107.137171146
"2902",593793.793502111
"2903",894543.928851414
"2904",641125.265169688
"2905",942230.288647818
"2906",162236.185415854
"2907",314577.155945485
"2908",485310.845615559
"2909",358696.509036722
"2910",309570.648430439
"2911",1641089.45273382
"2912",183725.500577378
"2913",945862.224456543
"2914",245466.854450261
"2915",811832.387017209
"2916",312247.269516026
"2917",681898.580507462
"2918",252121.751487021
"2919",1165797.31789171
"2920",349856.793606067
"2921",493048.444606847
"2922",225734.357340809
"2923",264042.94984389
"2924",468720.034330947
"2925",266139.283416711
"2926",700505.531958252
"2927",816322.146026855
"2928",996827.365485213
"2929",471356.033362222
"2930",287587.671723341
"2931",456447.160643379
"2932",471887.94757366
"2933",323234.447375575
"2934",450752.156575852
"2935",217229.418767255
"2936",152442.256925597
"2937",204199.453385845
"2938",687395.700391994
"2939",786943.770904354
"2940",398907.546038471
"2941",1519767.30005354
"2942",1015784.84159868
"2943",205066.857894138
"2944",1165884.69027203
"2945",158421.270504497
"2946",476682.53324389
"2947",294955.043276344
"2948",205335.195003656
"2949",386804.796935854
"2950",434226.350625417
"2951",755156.913974265
"2952",925731.654646218
"2953",368085.56256502
"2954",420091.09534754
"2955",781927.981306012
"2956",365189.732209596
"2957",212967.284765813
"2958",909874.314794127
"2959",192669.134434278
"2960",638228.486031597
"2961",732178.184991032
"2962",402021.057583439
"2963",469999.431078562
"2964",1406751.64869948
"2965",645358.359070877
"2966",349298.638476756
"2967",663099.007294418
"2968",566537.418233638
"2969",593464.469534024
"2970",1209307.39321293
"2971",169101.081637141
"2972",584988.026018457
"2973",484751.90957801
"2974",999728.421596827
"2975",379157.609144125
"2976",1128601.8369953
"2977",210092.490438507
"2978",1464296.99835093
"2979",434511.283826639
"2980",437071.348871116
"2981",1257375.0853155
"2982",470792.023382898
"2983",283191.033199195
"2984",499196.23113053
"2985",522675.165076144
"2986",683993.873876228
"2987",459775.69835353
"2988",491543.088576966
"2989",1039544.83620808
"2990",277778.645402708
"2991",343099.575551737
"2992",1169127.46896438
"2993",404775.270346892
"2994",893375.00411288
"2995",267214.579161937
"2996",127173.663819932
"2997",615073.552194375
"2998",146825.534311436
"2999",307097.975998114
"3000",561142.416172705
"3001",559845.072953933
"3002",854968.284139905
"3003",841730.535615172
"3004",760490.102021685
"3005",962769.126658485
"3006",523268.458536864
"3007",659331.272610195
"3008",362378.869039764
"3009",314936.555881557
"3010",418982.931678174
"3011",595199.174082423
"3012",479297.553440257
"3013",577647.956620745
"3014",1453225.85358437
"3015",614229.820261557
"3016",260302.888708547
"3017",393565.208032475
"3018",324823.925955353
"3019",354238.948946632
"3020",344044.486998092
"3021",542776.412163682
"3022",475694.980401038
"3023",704310.183300742
"3024",349733.7528975
"3025",252741.579845298
"3026",641280.571188915
"3027",481167.295033837
"3028",675019.277687809
"3029",420827.068821376
"3030",362301.714974769
"3031",315309.74417469
"3032",264917.306284966
"3033",594819.621938432
"3034",471114.956464161
"3035",628263.012687449
"3036",1286647.26991195
"3037",288938.373191408
"3038",253299.915197477
"3039",117863.00478451
"3040",703912.985258077
"3041",258170.479829953
"3042",311697.80652417
"3043",445145.910871738
"3044",710783.100679152
"3045",317117.753302026
"3046",206834.762551397
"3047",366720.221598126
"3048",428680.614729511
"3049",345139.371311225
"3050",506624.289165734
"3051",665764.675692071
"3052",295560.053186927
"3053",173840.313680437
"3054",628131.594941508
"3055",424721.568742617
"3056",786125.899198729
"3057",620800.999700137
"3058",775653.246673802
"3059",231743.942714626
"3060",504631.556042806
"3061",457023.917221614
"3062",1329200.09449582
"3063",333620.114951248
"3064",1056351.47122504
"3065",2566486.60340689
"3066",207740.448638762
"3067",-43894.2824311432
"3068",864150.312966902
"3069",533575.523524949
"3070",520251.102571179
"3071",321806.052513952
"3072",287012.512107472
"3073",260824.855228593
"3074",423700.363529451
"3075",828625.413315688
"3076",436586.809465572
"3077",589637.491612072
"3078",942441.17056508
"3079",359811.441883583
"3080",623100.248751195
"3081",450124.980144975
"3082",414100.30683476
"3083",347790.99063332
"3084",384059.859859327
"3085",437406.731365942
"3086",462934.324313716
"3087",321939.617549086
"3088",368104.212637694
"3089",124327.084626829
"3090",274743.891362797
"3091",446184.101262613
"3092",409456.517591517
"3093",665535.501549757
"3094",433063.030880023
"3095",1553729.32652991
"3096",478990.066174143
"3097",540798.15907627
"3098",469303.767812705
"3099",462086.467796635
"3100",486342.533165658
"3101",298603.428197812
"3102",384896.588762215
"3103",167286.113308338
"3104",88653.0492591328
"3105",311417.250039996
"3106",319936.836406514
"3107",649817.629250677
"3108",381028.046702184
"3109",164519.560583428
"3110",278722.418049049
"3111",212162.522224607
"3112",359109.846745978
"3113",737880.281874151
"3114",450617.979259123
"3115",329616.917738964
"3116",568532.17208833
"3117",374326.534034324
"3118",130292.526880612
"3119",481003.112604491
"3120",868114.404198326
"3121",705998.636453922
"3122",703879.714485032
"3123",405597.051234047
"3124",467089.930343068
"3125",504895.816494238
"3126",446030.954722914
"3127",604803.548124779
"3128",186547.916959889
"3129",1414060.00061165
"3130",638581.514206146
"3131",165627.465275444
"3132",518983.108230157
"3133",1236801.06894527
"3134",492512.924166136
"3135",846325.880303048
"3136",414297.768993554
"3137",507958.424551774
"3138",482503.117019992
"3139",449197.565242018
"3140",463670.534824355
"3141",433081.574156003
"3142",328963.494631298
"3143",515825.138661778
"3144",182328.842376758
"3145",280418.70510633
"3146",471374.255439444
"3147",497262.452072037
"3148",624705.54085629
"3149",418801.169399796
"3150",1036937.42252986
"3151",405159.103368818
"3152",554772.58677134
"3153",546621.484213873
"3154",400900.471033497
"3155",259755.956825775
"3156",397086.829702562
"3157",439063.120788461
"3158",1354446.9028716
"3159",520940.812105669
"3160",502868.222709497
"3161",360406.758319906
"3162",204446.037723357
"3163",459342.143502581
"3164",681451.26148406
"3165",575501.484230027
"3166",236866.574772082
"3167",503120.403311223
"3168",433438.090508997
"3169",686735.466249533
"3170",638273.536060566
"3171",548846.992175168
"3172",690200.351161527
"3173",420561.246007184
"3174",568135.406779017
"3175",430766.59990267
"3176",561034.410061976
"3177",985109.931881355
"3178",340342.64196568
"3179",320730.015810749
"3180",603365.083532275
"3181",442033.328383824
"3182",258881.096423906
"3183",220501.48582593
"3184",772214.044303692
"3185",607055.473530313
"3186",761133.191502784
"3187",196177.373819586
"3188",308724.986957809
"3189",1133471.72914643
"3190",573778.902091285
"3191",278282.294610797
"3192",220566.384910767
"3193",176879.764845611
"3194",710699.526879653
"3195",271737.729346752
"3196",177712.069563778
"3197",570662.146503002
"3198",1035261.36499895
"3199",633589.41045459
"3200",208863.33962581
"3201",950604.421418692
"3202",545390.200274986
"3203",255252.041186545
"3204",606896.547332857
"3205",888883.419488259
"3206",312207.760413017
"3207",339753.361235244
"3208",210875.73378853
"3209",1553753.81350177
"3210",794780.168511489
"3211",627362.260086312
"3212",933151.52142423
"3213",274655.885557297
"3214",394684.247910057
"3215",481024.793096608
"3216",699396.528252644
"3217",364263.634935467
"3218",1269497.53870924
"3219",782929.755520988
"3220",404538.903342249
"3221",601459.778102261
"3222",715960.100946906
"3223",112623.171973568
"3224",531388.075515903
"3225",127901.969803367
"3226",726111.789538349
"3227",846215.076084583
"3228",566685.906868655
"3229",563234.671367153
"3230",476325.117655517
"3231",776830.455120617
"3232",479394.193995072
"3233",260593.256545048
"3234",217208.293099037
"3235",170364.827520444
"3236",434506.794749521
"3237",826316.452120928
"3238",275188.295188003
"3239",1453468.9883003
"3240",289618.366647042
"3241",838606.327726075
"3242",573351.403319706
"3243",207956.511707986
"3244",932879.374451834
"3245",331206.697250282
"3246",483648.543210697
"3247",126349.452376944
"3248",465752.491423466
"3249",1116903.13503892
"3250",211516.753710017
"3251",1295639.2215631
"3252",922248.596521517
"3253",491597.683792658
"3254",707424.437568905
"3255",133227.236965657
"3256",236969.437473327
"3257",875447.145998006
"3258",527455.078680155
"3259",1046033.05282436
"3260",756106.409503047
"3261",241663.583191456
"3262",254661.247196883
"3263",794086.565813302
"3264",1021736.9246707
"3265",408296.076902975
"3266",568384.104043551
"3267",388346.030336789
"3268",299139.0428889
"3269",349446.312780895
"3270",414977.407581061
"3271",1171574.3327733
"3272",367982.21460503
"3273",1021859.53925953
"3274",617132.762603228
"3275",221113.447044576
"3276",667308.090676355
"3277",334049.86984041
"3278",636266.717596278
"3279",522387.472494369
"3280",114321.906522199
"3281",52871.7941032275
"3282",367888.82287931
"3283",288210.383172952
"3284",1168942.4825308
"3285",369347.226493208
"3286",162845.850502929
"3287",769622.736496863
"3288",168664.262073285
"3289",725246.434850286
"3290",553738.285383421
"3291",1017161.17665929
"3292",714635.713196976
"3293",457435.042173864
"3294",299585.612134346
"3295",412496.59157515
"3296",311175.415454909
"3297",474206.348308443
"3298",436541.883042962
"3299",296992.881025171
"3300",155987.49343475
"3301",587933.189211413
"3302",453434.502230603
"3303",476051.465227781
"3304",380166.552607558
"3305",340451.612871518
"3306",179055.592085795
"3307",926052.09517804
"3308",764196.207290431
"3309",196656.887290148
"3310",366434.447513114
"3311",1404121.96881975
"3312",269032.290942258
"3313",674003.222832738
"3314",478497.689006638
"3315",604700.323310995
"3316",963022.253384287
"3317",274403.183999588
"3318",127386.595513441
"3319",369303.164002752
"3320",701647.374442937
"3321",790833.37536934
"3322",1362955.38936506
"3323",200739.09744552
"3324",351064.692439981
"3325",730261.159402726
"3326",540825.815625111
"3327",1137466.10638107
"3328",103135.641622604
"3329",628419.526776324
"3330",444006.69324165
"3331",250341.236029022
"3332",353383.908307444
"3333",603799.625328919
"3334",248493.986463165
"3335",443114.792295173
"3336",773793.229222573
"3337",352903.343544081
"3338",2076388.15364788
"3339",492431.870902304
"3340",379427.9111622
"3341",491905.754605641
"3342",258483.09777657
"3343",416759.027630832
"3344",424166.509591922
"3345",195213.725527234
"3346",729897.142359618
"3347",489475.406028114
"3348",652774.726400852
"3349",192384.571625307
"3350",176635.475987352
"3351",229618.06528343
"3352",311954.316799383
"3353",373905.743698529
"3354",487563.129188174
"3355",295151.887892374
"3356",1113272.48605492
"3357",502976.316191484
"3358",397805.529816807
"3359",438788.336809371
"3360",650071.868995612
"3361",360084.583546845
"3362",417367.398262865
"3363",1253353.00034705
"3364",384660.875222486
"3365",208135.171872923
"3366",609084.697766163
"3367",231596.771250959
"3368",677224.363737948
"3369",458759.155625317
"3370",645573.824184324
"3371",256154.647474228
"3372",1382040.07860966
"3373",433235.796376672
"3374",935714.113149556
"3375",352062.741813615
"3376",1477872.45142281
"3377",606872.438511977
"3378",875183.518624276
"3379",212955.127444387
"3380",293246.047287461
"3381",1667726.00080159
"3382",228672.932516805
"3383",605141.684696681
"3384",580068.923087192
"3385",1233001.33075888
"3386",361161.778961689
"3387",484243.30003167
"3388",196268.569362739
"3389",489078.124300057
"3390",809260.997239913
"3391",597211.953657839
"3392",394779.759780397
"3393",269389.956277635
"3394",391819.222409748
"3395",183237.028406191
"3396",596375.747103651
"3397",453931.255622512
"3398",619282.533355043
"3399",171016.114771321
"3400",467350.800038446
"3401",378885.338969215
"3402",563048.545350928
"3403",1102009.44586771
"3404",636481.391588351
"3405",384897.450663095
"3406",828479.887237859
"3407",175761.803956183
"3408",579506.741732713
"3409",400441.775198724
"3410",508830.097177648
"3411",910000.771309223
"3412",358464.110474429
"3413",880571.507602293
"3414",187581.446253262
"3415",746538.918164142
"3416",1028837.84835268
"3417",253815.052740484
"3418",444925.819408521
"3419",134543.286028533
"3420",240687.015330222
"3421",1748212.01506093
"3422",325783.694262681
"3423",395539.837582572
"3424",384123.863000677
"3425",702035.249063666
"3426",214704.83679452
"3427",233807.160389371
"3428",152322.475075013
"3429",431348.193456523
"3430",600774.206068907
"3431",651887.26649068
"3432",696503.531998227
"3433",645047.326646121
"3434",691320.667520046
"3435",533872.97483415
"3436",181464.497734033
"3437",300564.406486071
"3438",188218.642484856
"3439",406918.216036358
"3440",414110.293760931
"3441",966328.910712424
"3442",192881.373956496
"3443",449960.512214035
"3444",255491.56804371
"3445",661297.868313203
"3446",462168.194501048
"3447",726852.404027408
"3448",365559.995034269
"3449",504426.433072321
"3450",217928.176364567
"3451",1069355.95144797
"3452",1076164.15721497
"3453",283869.761013762
"3454",879150.69913633
"3455",429934.915098247
"3456",386759.857413357
"3457",171059.792768287
"3458",180446.620668369
"3459",962223.589105447
"3460",461530.833673385
"3461",680826.603710337
"3462",651543.783369201
"3463",237907.451225601
"3464",643573.07445434
"3465",357862.877031945
"3466",650147.033024888
"3467",375975.91929437
"3468",423239.288475162
"3469",409932.210796153
"3470",474661.944377666
"3471",436768.909017502
"3472",378352.79572057
"3473",966107.663018632
"3474",1122297.71937767
"3475",314805.176811479
"3476",525301.244033304
"3477",294236.879819582
"3478",997896.118028068
"3479",660428.053127647
"3480",737225.039073641
"3481",482833.117877134
"3482",600048.511193463
"3483",446297.381818932
"3484",638871.873488157
"3485",261364.21277367
"3486",498535.542695973
"3487",451981.112575979
"3488",123536.873037128
"3489",511707.081819288
"3490",497568.600172644
"3491",729870.41855644
"3492",418002.497492308
"3493",884197.143416245
"3494",399260.663488525
"3495",500386.928800437
"3496",439615.782177389
"3497",444781.313367184
"3498",156693.693733356
"3499",754669.151607273
"3500",550316.058385223
"3501",359181.565187897
"3502",455169.326996331
"3503",678853.055539222
"3504",578183.550125428
"3505",506698.026947284
"3506",149751.33256204
"3507",718315.492175181
"3508",451048.339670276
"3509",358848.626964334
"3510",419445.772192977
"3511",734481.334409411
"3512",339235.674531404
"3513",422565.836635013
"3514",525295.085056311
"3515",1166849.0176939
"3516",903932.182662196
"3517",1177553.26916792
"3518",348493.090893441
"3519",270842.317699072
"3520",1038296.66512701
"3521",506091.287465368
"3522",525335.228642448
"3523",217803.84743487
"3524",408836.082065018
"3525",1326986.0850354
"3526",960448.567632252
"3527",305347.794124612
"3528",1131248.32550323
"3529",253963.661755022
"3530",449261.508485558
"3531",1018605.25434708
"3532",791421.821292437
"3533",174753.210287783
"3534",508524.414863161
"3535",470182.101700394
"3536",319644.603030846
"3537",504481.110746048
"3538",506407.505343382
"3539",417147.738216749
"3540",169575.047255714
"3541",506720.56004115
"3542",1163511.54248922
"3543",315482.566944582
"3544",440444.808764752
"3545",288336.421011059
"3546",324880.248847197
"3547",350055.275555109
"3548",397261.134734515
"3549",287868.500281999
"3550",504864.883207299
"3551",474128.829522073
"3552",439211.751838377
"3553",897838.407782155
"3554",182235.641857704
"3555",710435.728817804
"3556",209578.784783473
"3557",746826.432296902
"3558",335762.885091291
"3559",607625.514290074
"3560",191359.111215347
"3561",398047.560292131
"3562",548072.259010151
"3563",535386.067840393
"3564",408224.065372481
"3565",339176.537764985
"3566",608078.198589869
"3567",427292.330468296
"3568",449567.4624762
"3569",651576.954599012
"3570",219633.013887799
"3571",525141.72964569
"3572",530862.087843831
"3573",375581.560461333
"3574",694140.198137953
"3575",573430.528892236
"3576",298889.29164126
"3577",420472.919952297
"3578",665113.319821974
"3579",179529.109211158
"3580",917131.944503393
"3581",442663.210702238
"3582",263149.375403347
"3583",1144779.48955787
"3584",228384.438317393
"3585",269230.427870663
"3586",440984.402489145
"3587",293694.624983131
"3588",378276.090504323
"3589",258602.870346431
"3590",245507.83509032
"3591",485227.631321392
"3592",515782.964285012
"3593",849834.853772748
"3594",99109.0745772701
"3595",477527.932345394
"3596",333233.75264169
"3597",655131.402601233
"3598",574586.28378076
"3599",384643.921382417
"3600",437891.396048332
"3601",273492.620700272
"3602",609324.371916929
"3603",599738.823151414
"3604",206047.578564657
"3605",403861.002048304
"3606",292800.533730594
"3607",498550.701612827
"3608",166723.911842796
"3609",1877548.17841903
"3610",330530.525255198
"3611",289797.922381846
"3612",398133.451880218
"3613",57972.123495567
"3614",219812.947716806
"3615",1910622.42052421
"3616",337681.257931634
"3617",865704.059966628
"3618",634408.507208731
"3619",326254.062212679
"3620",395620.134314389
"3621",2154070.80579907
"3622",617051.618406395
"3623",301448.474431967
"3624",122311.971596213
"3625",348889.20104179
"3626",236491.130823763
"3627",514146.534711488
"3628",581687.385834589
"3629",592660.1909613
"3630",727282.240443979
"3631",721830.179437154
"3632",93895.5509118218
"3633",401084.454712513
"3634",467992.145752176
"3635",697320.378208973
"3636",745836.050245213
"3637",203610.313002528
"3638",987004.425185603
"3639",420495.288754575
"3640",432600.531717327
"3641",965718.526572641
"3642",537813.478837516
"3643",372181.917940978
"3644",330341.025999664
"3645",444998.778995351
"3646",535825.817434868
"3647",214261.794567371
"3648",477181.05928709
"3649",403086.883646494
"3650",1324362.51073527
"3651",407904.433089861
"3652",259456.052374666
"3653",489964.212965469
"3654",495619.596563017
"3655",475352.837011998
"3656",505637.939251251
"3657",612861.881598708
"3658",585784.987551489
"3659",1347136.14376272
"3660",560133.741358517
"3661",118131.75361691
"3662",438622.128008584
"3663",476195.158618932
"3664",386929.316559483
"3665",364125.596436096
"3666",903911.850349268
"3667",482082.913249225
"3668",529876.765027926
"3669",551150.684242088
"3670",714714.850745403
"3671",432417.328478667
"3672",290086.887886879
"3673",260047.528046173
"3674",694721.547480571
"3675",366809.660803647
"3676",579188.187545269
"3677",468597.877774922
"3678",157883.770777129
"3679",760625.868768093
"3680",1712660.79866415
"3681",276070.92327284
"3682",873911.851461809
"3683",700203.660068965
"3684",387177.094871536
"3685",464255.578268018
"3686",342323.892159897
"3687",286037.471025162
"3688",552620.759007138
"3689",557883.514198345
"3690",449399.520776374
"3691",589894.294920402
"3692",691005.193154316
"3693",592773.657062683
"3694",225747.281136419
"3695",1400251.586707
"3696",617109.461088575
"3697",332384.68317522
"3698",432312.761299259
"3699",893843.434715316
"3700",665888.969363245
"3701",1118446.58289422
"3702",924421.815505069
"3703",645239.697985128
"3704",997173.586956444
"3705",315756.841706684
"3706",532462.463392144
"3707",238638.923080584
"3708",288525.291111511
"3709",287242.662163001
"3710",379371.144575733
"3711",421204.882497053
"3712",168106.852026111
"3713",620287.983367052
"3714",166097.948064161
"3715",565384.814774
"3716",494264.006231895
"3717",497607.351995842
"3718",435697.235602862
"3719",468889.509198191
"3720",471467.583436488
"3721",220801.489406894
"3722",62861.7079058415
"3723",293290.394544251
"3724",886009.297963657
"3725",285193.654895667
"3726",560208.942687143
"3727",1049842.30202952
"3728",452058.614773606
"3729",279621.548094262
"3730",942218.39712148
"3731",575156.310354976
"3732",923368.751562303
"3733",447313.399359644
"3734",846828.022416431
"3735",608157.900754919
"3736",521909.955368098
"3737",247054.055534196
"3738",351390.964536605
"3739",330771.378026148
"3740",175739.039334542
"3741",910697.203771881
"3742",410803.254641787
"3743",477574.766875217
"3744",431108.553324426
"3745",239636.211147993
"3746",310530.672752286
"3747",383209.224141707
"3748",634591.908915106
"3749",685420.871287408
"3750",369900.273372271
"3751",960053.543475723
"3752",221660.074453437
"3753",560860.864110404
"3754",463053.46041967
"3755",504905.202780126
"3756",39850.2930384407
"3757",823413.450291316
"3758",548527.178224104
"3759",821838.927497711
"3760",1134957.51092813
"3761",495471.773134447
"3762",512103.561895641
"3763",646867.057928683
"3764",409261.151506046
"3765",299019.95424707
"3766",620381.182476788
"3767",921716.082298814
"3768",357140.096321039
"3769",821257.974313115
"3770",454323.182403284
"3771",173855.109363111
"3772",478526.190003858
"3773",340296.555333353
"3774",535473.762001668
"3775",385798.030935145
"3776",344369.388879835
"3777",436579.668522286
"3778",326369.523988997
"3779",401869.0730311
"3780",235232.44538264
"3781",1009163.01508517
"3782",433866.377020283
"3783",321036.754554943
"3784",346173.608677479
"3785",2024381.12612659
"3786",286115.760810204
"3787",2246006.45729701
"3788",808245.421559534
"3789",1234746.89998151
"3790",376683.132334845
"3791",328731.534184798
"3792",1427057.90792534
"3793",768230.91339011
"3794",1231308.05757499
"3795",851281.741722084
"3796",196760.526063082
"3797",306347.844228834
"3798",270949.569285428
"3799",546081.755668005
"3800",384435.939465133
"3801",241194.959260031
"3802",304583.001725376
"3803",744951.876782382
"3804",1428838.01566087
"3805",830725.341620263
"3806",227174.517974666
"3807",378926.575216558
"3808",445107.48981476
"3809",662127.489814472
"3810",779574.627544009
"3811",418056.551146582
"3812",568839.103786379
"3813",1254712.8532307
"3814",857403.410287337
"3815",274263.299100661
"3816",315701.827477273
"3817",555342.53982725
"3818",248810.83560537
"3819",419288.107520048
"3820",878634.291777082
"3821",647048.673854977
"3822",654893.304637528
"3823",480208.909649303
"3824",464554.921076329
"3825",159617.69153193
"3826",218589.954490315
"3827",678471.029103299
"3828",443542.449276923
"3829",795406.092355076
"3830",1503236.65176484
"3831",233027.089657715
"3832",368042.457109083
"3833",1037027.50032187
"3834",592186.533963337
"3835",508446.823677186
"3836",674501.799401605
"3837",200481.717831356
"3838",1200762.27974396
"3839",1009317.06262536
"3840",814390.315127354
"3841",393448.730925992
"3842",409442.084513268
"3843",434287.724636367
"3844",205572.713125122
"3845",721726.370265212
"3846",157754.153166143
"3847",272818.582649135
"3848",777155.296877106
"3849",212413.584265114
"3850",1328376.99191603
"3851",498318.290035938
"3852",292732.042673178
"3853",421056.708125976
"3854",572538.747326227
"3855",705768.435363098
"3856",1337877.3061483
"3857",442715.870708851
"3858",969304.850582807
"3859",486791.741166324
"3860",392106.915210987
"3861",1375532.31465672
"3862",367318.114338061
"3863",511328.370215018
"3864",398160.631374992
"3865",445423.946846641
"3866",355948.124792757
"3867",286173.368232049
"3868",564187.866796577
"3869",788109.185264246
"3870",889632.810585392
"3871",493498.524735194
"3872",740249.979031622
"3873",975628.848315188
"3874",768410.040986725
"3875",832079.748101992
